match_id,date,team1,team2,venue,city,winner,toss_winner,toss_decision,event
1065348,2016-12-04,India,Pakistan,Asian Institute of Technology Ground,Bangkok,India,India,bat,Asian Cricket Council Women's Twenty20 Asia Cup
1123206,2018-02-13,South Africa,India,Senwes Park,Potchefstroom,India,India,field,India Women tour of South Africa
1123207,2018-02-16,South Africa,India,Buffalo Park,East London,India,India,field,India Women tour of South Africa
1123208,2018-02-18,India,South Africa,The Wanderers Stadium,Johannesburg,South Africa,South Africa,field,India Women tour of South Africa
1123209,2018-02-21,South Africa,India,SuperSport Park,Centurion,,India,field,India Women tour of South Africa
1123210,2018-02-24,India,South Africa,Newlands,Cape Town,India,South Africa,field,India Women tour of South Africa
1131235,2018-03-22,India,Australia,Brabourne Stadium,Mumbai,Australia,Australia,field,India Tri-Nation Women's T20 Series
1131237,2018-03-25,India,England,Brabourne Stadium,Mumbai,England,England,field,India Tri-Nation Women's T20 Series
1131238,2018-03-26,Australia,India,Brabourne Stadium,Mumbai,Australia,India,field,India Tri-Nation Women's T20 Series
1131240,2018-03-29,England,India,Brabourne Stadium,Mumbai,India,England,bat,India Tri-Nation Women's T20 Series
1148048,2018-06-03,India,Malaysia,Kinrara Academy Oval,Kuala Lumpur,India,India,bat,Women's Twenty20 Asia Cup
1148052,2018-06-04,India,Thailand,Royal Selangor Club,Kuala Lumpur,India,Thailand,field,Women's Twenty20 Asia Cup
1148056,2018-06-06,India,Bangladesh,Kinrara Academy Oval,Kuala Lumpur,Bangladesh,India,bat,Women's Twenty20 Asia Cup
1148059,2018-06-07,Sri Lanka,India,Royal Selangor Club,Kuala Lumpur,India,Sri Lanka,bat,Women's Twenty20 Asia Cup
1148060,2018-06-09,Pakistan,India,Kinrara Academy Oval,Kuala Lumpur,India,Pakistan,bat,Women's Twenty20 Asia Cup
1148063,2018-06-10,India,Bangladesh,Kinrara Academy Oval,Kuala Lumpur,Bangladesh,Bangladesh,field,Women's Twenty20 Asia Cup
1150533,2018-11-09,India,New Zealand,Providence Stadium,Guyana,India,India,bat,ICC Women's T20 World Cup
1150537,2018-11-11,Pakistan,India,Providence Stadium,Guyana,India,India,field,ICC Women's T20 World Cup
1150545,2018-11-15,India,Ireland,Providence Stadium,Guyana,India,Ireland,field,ICC Women's T20 World Cup
1150549,2018-11-17,India,Australia,Providence Stadium,Guyana,India,India,bat,ICC Women's T20 World Cup
1150554,2018-11-22,India,England,"Sir Vivian Richards Stadium, North Sound",Antigua,England,India,bat,ICC Women's T20 World Cup
1153858,2019-02-06,New Zealand,India,Westpac Stadium,Wellington,New Zealand,India,field,India Women tour of New Zealand
1153859,2019-02-08,New Zealand,India,Eden Park,Auckland,New Zealand,New Zealand,field,India Women tour of New Zealand
1153860,2019-02-10,New Zealand,India,Seddon Park,Hamilton,New Zealand,New Zealand,bat,India Women tour of New Zealand
1157710,2018-09-21,Sri Lanka,India,Colts Cricket Club Ground,Colombo,,India,field,India Women tour of Sri Lanka
1157711,2018-09-22,Sri Lanka,India,Colombo Cricket Club Ground,,India,India,field,India Women tour of Sri Lanka
1157712,2018-09-24,Sri Lanka,India,Colombo Cricket Club Ground,,India,India,field,India Women tour of Sri Lanka
1157713,2018-09-25,India,Sri Lanka,Chilaw Marians Cricket Club Ground,FTZ Sports Complex,India,Sri Lanka,field,India Women tour of Sri Lanka
1172163,2019-03-04,India,England,Barsapara Cricket Stadium,Guwahati,England,India,field,England Women tour of India
1172164,2019-03-07,India,England,Barsapara Cricket Stadium,Guwahati,England,England,field,England Women tour of India
1172165,2019-03-09,India,England,Barsapara Cricket Stadium,Guwahati,England,England,bat,England Women tour of India
1173048,2020-02-21,Australia,India,Sydney Showground Stadium,Sydney,India,Australia,field,ICC Women's T20 World Cup
1173053,2020-02-24,Bangladesh,India,W.A.C.A. Ground,Perth,India,Bangladesh,field,ICC Women's T20 World Cup
1173056,2020-02-27,India,New Zealand,Junction Oval,Melbourne,India,New Zealand,field,ICC Women's T20 World Cup
1173061,2020-02-29,India,Sri Lanka,Junction Oval,Melbourne,India,Sri Lanka,bat,ICC Women's T20 World Cup
1173070,2020-03-08,Australia,India,Melbourne Cricket Ground,Melbourne,Australia,Australia,bat,ICC Women's T20 World Cup
1183543,2020-01-31,England,India,Manuka Oval,Canberra,India,India,field,Australia Tri-Nation Women's T20 Series
1183545,2020-02-02,Australia,India,Manuka Oval,Canberra,Australia,Australia,field,Australia Tri-Nation Women's T20 Series
1183546,2020-02-07,England,India,Junction Oval,Melbourne,England,England,field,Australia Tri-Nation Women's T20 Series
1183547,2020-02-08,Australia,India,Junction Oval,Melbourne,India,India,field,Australia Tri-Nation Women's T20 Series
1183549,2020-02-12,Australia,India,Junction Oval,Melbourne,Australia,Australia,bat,Australia Tri-Nation Women's T20 Series
1198478,2019-09-24,India,South Africa,Lalabhai Contractor Stadium,Surat,India,South Africa,field,South Africa Women tour of India
1198481,2019-10-01,India,South Africa,Lalabhai Contractor Stadium,Surat,India,South Africa,field,South Africa Women tour of India
1198482,2019-10-04,India,South Africa,Lalabhai Contractor Stadium,Surat,South Africa,South Africa,bat,South Africa Women tour of India
1202252,2019-11-09,West Indies,India,"Darren Sammy National Cricket Stadium, St Lucia",Gros Islet,India,West Indies,field,India Women tour of West Indies
1202253,2019-11-10,West Indies,India,"Darren Sammy National Cricket Stadium, St Lucia",Gros Islet,India,West Indies,bat,India Women tour of West Indies
1202254,2019-11-14,West Indies,India,"Providence Stadium, Guyana",Providence,India,West Indies,bat,India Women tour of West Indies
1202255,2019-11-17,West Indies,India,"Providence Stadium, Guyana",Providence,India,West Indies,field,India Women tour of West Indies
1202256,2019-11-20,West Indies,India,"Providence Stadium, Guyana",Providence,India,India,bat,India Women tour of West Indies
1202366,2019-10-03,India,South Africa,Lalabhai Contractor Stadium,Surat,India,India,field,South Africa Women tour of India
1253272,2021-03-20,India,South Africa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,South Africa,South Africa,field,South Africa Women tour of India
1253273,2021-03-21,India,South Africa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,South Africa,South Africa,field,South Africa Women tour of India
1253274,2021-03-23,South Africa,India,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,India,India,field,South Africa Women tour of India
1260097,2021-07-09,England,India,"County Ground, Northampton",Northampton,England,India,field,India Women tour of England
1260098,2021-07-11,India,England,"County Ground, Hove",Brighton,India,England,field,India Women tour of England
1260099,2021-07-14,India,England,"County Ground, Chelmsford",Chelmsford,England,India,bat,India Women tour of England
1263621,2021-10-07,India,Australia,Carrara Oval,Carrara,,Australia,field,India Women tour of Australia
1263622,2021-10-09,India,Australia,Carrara Oval,Carrara,Australia,Australia,field,India Women tour of Australia
1263623,2021-10-10,Australia,India,Carrara Oval,Carrara,Australia,India,field,India Women tour of Australia
1289031,2022-02-09,New Zealand,India,"John Davies Oval, Queenstown",Queenstown,New Zealand,India,field,India Women tour of New Zealand
1289259,2022-07-29,India,Australia,"Edgbaston, Birmingham",Birmingham,Australia,India,bat,Commonwealth Games Women's Cricket Competition
1289263,2022-07-31,Pakistan,India,"Edgbaston, Birmingham",Birmingham,India,Pakistan,bat,Commonwealth Games Women's Cricket Competition
1289268,2022-08-03,India,Barbados,"Edgbaston, Birmingham",Birmingham,India,Barbados,field,Commonwealth Games Women's Cricket Competition
1289271,2022-08-06,India,England,"Edgbaston, Birmingham",Birmingham,India,India,bat,Commonwealth Games Women's Cricket Competition
1289274,2022-08-07,Australia,India,"Edgbaston, Birmingham",Birmingham,Australia,Australia,bat,Commonwealth Games Women's Cricket Competition
1301334,2022-09-10,India,England,"Riverside Ground, Chester-le-Street",Chester-le-Street,England,England,field,India Women tour of England
1301335,2022-09-13,England,India,"County Ground, Derby",Derby,India,England,bat,India Women tour of England
1301336,2022-09-15,India,England,"County Ground, Bristol",Bristol,England,England,field,India Women tour of England
1319709,2022-06-23,India,Sri Lanka,Rangiri Dambulla International Stadium,Dambulla,India,India,bat,India Women tour of Sri Lanka
1319710,2022-06-25,Sri Lanka,India,Rangiri Dambulla International Stadium,Dambulla,India,Sri Lanka,bat,India Women tour of Sri Lanka
1319711,2022-06-27,India,Sri Lanka,Rangiri Dambulla International Stadium,Dambulla,Sri Lanka,India,bat,India Women tour of Sri Lanka
1335786,2022-10-01,India,Sri Lanka,"Sylhet International Cricket Stadium, Academy Ground",Sylhet,India,Sri Lanka,field,Women's Asia Cup
1335790,2022-10-03,India,Malaysia,"Sylhet International Cricket Stadium, Academy Ground",Sylhet,India,Malaysia,field,Women's Asia Cup
