match_id,date,team1,team2,venue,city,winner,toss_winner,toss_decision,event
1043989,2017-02-17,Australia,New Zealand,Melbourne Cricket Ground,,Australia,New Zealand,field,New Zealand Women in Australia T20I Series
1043991,2017-02-19,Australia,New Zealand,"Simonds Stadium, South Geelong",Victoria,New Zealand,Australia,field,New Zealand Women in Australia T20I Series
1043993,2017-02-22,Australia,New Zealand,Adelaide Oval,,New Zealand,New Zealand,bat,New Zealand Women in Australia T20I Series
1044211,2016-09-27,Sri Lanka,Australia,Sinhalese Sports Club Ground,Colombo,Australia,Australia,field,
1050615,2016-11-21,New Zealand,Pakistan,Saxton Oval,Nelson,New Zealand,New Zealand,bat,
1065348,2016-12-04,India,Pakistan,Asian Institute of Technology Ground,Bangkok,India,India,bat,Asian Cricket Council Women's Twenty20 Asia Cup
1086067,2017-11-17,England,Australia,North Sydney Oval,Sydney,Australia,Australia,field,England Women tour of Australia
1086068,2017-11-19,England,Australia,Manuka Oval,Canberra,England,England,bat,England Women tour of Australia
1086069,2017-11-21,Australia,England,Manuka Oval,Canberra,England,Australia,bat,England Women tour of Australia
1122902,2017-10-21,West Indies,Sri Lanka,Coolidge Cricket Ground,Antigua,West Indies,West Indies,bat,Sri Lanka Women tour of West Indies
1122908,2017-11-09,New Zealand,Pakistan,Sharjah Cricket Stadium,,New Zealand,New Zealand,bat,New Zealand Women tour of United Arab Emirates
1122909,2017-11-12,New Zealand,Pakistan,Sharjah Cricket Stadium,,New Zealand,New Zealand,bat,New Zealand Women tour of United Arab Emirates
1122910,2017-11-14,Pakistan,New Zealand,Sharjah Cricket Stadium,,New Zealand,Pakistan,bat,New Zealand Women tour of United Arab Emirates
1123206,2018-02-13,South Africa,India,Senwes Park,Potchefstroom,India,India,field,India Women tour of South Africa
1123207,2018-02-16,South Africa,India,Buffalo Park,East London,India,India,field,India Women tour of South Africa
1123208,2018-02-18,India,South Africa,The Wanderers Stadium,Johannesburg,South Africa,South Africa,field,India Women tour of South Africa
1123209,2018-02-21,South Africa,India,SuperSport Park,Centurion,,India,field,India Women tour of South Africa
1123210,2018-02-24,India,South Africa,Newlands,Cape Town,India,South Africa,field,India Women tour of South Africa
1126720,2018-06-20,New Zealand,South Africa,The Cooper Associates County Ground,Taunton,New Zealand,South Africa,field,England Tri-Nation T20 Women's Series
1126721,2018-06-20,England,South Africa,The Cooper Associates County Ground,Taunton,England,England,bat,England Tri-Nation T20 Women's Series
1126722,2018-06-23,England,South Africa,The Cooper Associates County Ground,Taunton,South Africa,England,bat,England Tri-Nation T20 Women's Series
1126723,2018-06-23,England,New Zealand,The Cooper Associates County Ground,Taunton,England,England,bat,England Tri-Nation T20 Women's Series
1126724,2018-06-28,South Africa,New Zealand,County Ground,Bristol,New Zealand,South Africa,bat,England Tri-Nation T20 Women's Series
1126725,2018-06-28,New Zealand,England,County Ground,Bristol,England,New Zealand,bat,England Tri-Nation T20 Women's Series
1126726,2018-07-01,New Zealand,England,County Ground,Chelmsford,England,New Zealand,bat,England Tri-Nation T20 Women's Series
1131235,2018-03-22,India,Australia,Brabourne Stadium,Mumbai,Australia,Australia,field,India Tri-Nation Women's T20 Series
1131236,2018-03-23,Australia,England,Brabourne Stadium,Mumbai,England,England,field,India Tri-Nation Women's T20 Series
1131237,2018-03-25,India,England,Brabourne Stadium,Mumbai,England,England,field,India Tri-Nation Women's T20 Series
1131238,2018-03-26,Australia,India,Brabourne Stadium,Mumbai,Australia,India,field,India Tri-Nation Women's T20 Series
1131239,2018-03-28,England,Australia,Brabourne Stadium,Mumbai,Australia,Australia,field,India Tri-Nation Women's T20 Series
1131240,2018-03-29,England,India,Brabourne Stadium,Mumbai,India,England,bat,India Tri-Nation Women's T20 Series
1131241,2018-03-31,Australia,England,Brabourne Stadium,Mumbai,Australia,England,field,India Tri-Nation Women's T20 Series
1138194,2018-03-14,New Zealand,West Indies,Bay Oval,Mount Maunganui,New Zealand,West Indies,field,West Indies Women tour of New Zealand
1138195,2018-03-16,New Zealand,West Indies,Bay Oval,Mount Maunganui,New Zealand,West Indies,field,West Indies Women tour of New Zealand
1138196,2018-03-20,New Zealand,West Indies,Pukekura Park,New Plymouth,New Zealand,West Indies,field,West Indies Women tour of New Zealand
1138198,2018-03-25,West Indies,New Zealand,Seddon Park,Hamilton,New Zealand,New Zealand,field,West Indies Women tour of New Zealand
1138202,2018-03-28,Sri Lanka,Pakistan,Sinhalese Sports Club Ground,Colombo,Pakistan,Pakistan,field,Pakistan Women tour of Sri Lanka
1138203,2018-03-30,Pakistan,Sri Lanka,Nondescripts Cricket Club Ground,Colombo,Sri Lanka,Pakistan,bat,Pakistan Women tour of Sri Lanka
1144441,2018-05-19,South Africa,Bangladesh,Mangaung Oval,Bloemfontein,South Africa,Bangladesh,field,Bangladesh Women tour of South Africa
1144442,2018-05-20,South Africa,Bangladesh,Mangaung Oval,Bloemfontein,South Africa,Bangladesh,field,Bangladesh Women tour of South Africa
1144978,2018-09-29,New Zealand,Australia,North Sydney Oval,Sydney,Australia,Australia,field,New Zealand Women tour of Australia
1144979,2018-10-01,New Zealand,Australia,Allan Border Field,Brisbane,Australia,Australia,field,New Zealand Women tour of Australia
1144980,2018-10-05,New Zealand,Australia,Manuka Oval,Canberra,Australia,Australia,field,New Zealand Women tour of Australia
1145890,2018-06-06,Ireland,New Zealand,YMCA Cricket Club,Dublin,New Zealand,Ireland,bat,New Zealand Women tour of Ireland and England
1145894,2018-06-28,Ireland,Bangladesh,YMCA Cricket Club,Dublin,Bangladesh,Bangladesh,field,Bangladesh Women tour of Ireland
1145895,2018-06-29,Ireland,Bangladesh,"The Village, Malahide, Dublin",Dublin,Bangladesh,Ireland,bat,Bangladesh Women tour of Ireland
1145896,2018-07-01,Bangladesh,Ireland,"Pembroke Cricket Club, Sandymount",Dublin,Ireland,Ireland,field,Bangladesh Women tour of Ireland
1147717,2018-07-07,Thailand,Ireland,Sportpark Maarschalkerweerd,Utrecht,Ireland,Ireland,field,ICC Women's T20 Qualifier
1147718,2018-07-07,Uganda,Scotland,VRA Ground,Amstelveen,Scotland,Scotland,field,ICC Women's T20 Qualifier
1147719,2018-07-07,Netherlands,United Arab Emirates,Sportpark Maarschalkerweerd,Utrecht,United Arab Emirates,Netherlands,bat,ICC Women's T20 Qualifier
1147720,2018-07-07,Papua New Guinea,Bangladesh,VRA Ground,Amstelveen,Bangladesh,Bangladesh,field,ICC Women's T20 Qualifier
1147722,2018-07-08,Scotland,Ireland,VRA Ground,Amstelveen,Ireland,Ireland,field,ICC Women's T20 Qualifier
1147723,2018-07-08,Netherlands,Bangladesh,Sportpark Maarschalkerweerd,Utrecht,Bangladesh,Bangladesh,field,ICC Women's T20 Qualifier
1147724,2018-07-08,United Arab Emirates,Papua New Guinea,VRA Ground,Amstelveen,Papua New Guinea,United Arab Emirates,bat,ICC Women's T20 Qualifier
1147725,2018-07-10,Scotland,Thailand,Sportpark Maarschalkerweerd,Utrecht,Scotland,Scotland,bat,ICC Women's T20 Qualifier
1147726,2018-07-10,Uganda,Ireland,VRA Ground,Amstelveen,Ireland,Ireland,field,ICC Women's T20 Qualifier
1147727,2018-07-10,United Arab Emirates,Bangladesh,Sportpark Maarschalkerweerd,Utrecht,Bangladesh,Bangladesh,field,ICC Women's T20 Qualifier
1147728,2018-07-10,Papua New Guinea,Netherlands,VRA Ground,Amstelveen,Papua New Guinea,Netherlands,field,ICC Women's T20 Qualifier
1147729,2018-07-12,Ireland,Papua New Guinea,VRA Ground,Amstelveen,Ireland,Papua New Guinea,field,ICC Women's T20 Qualifier
1147730,2018-07-12,Netherlands,Uganda,Sportpark Maarschalkerweerd,Utrecht,Uganda,Netherlands,bat,ICC Women's T20 Qualifier
1147731,2018-07-12,Bangladesh,Scotland,VRA Ground,Amstelveen,Bangladesh,Scotland,field,ICC Women's T20 Qualifier
1147732,2018-07-12,United Arab Emirates,Thailand,Sportpark Maarschalkerweerd,Utrecht,Thailand,United Arab Emirates,bat,ICC Women's T20 Qualifier
1147733,2018-07-14,Netherlands,United Arab Emirates,VRA Ground,Amstelveen,,United Arab Emirates,field,ICC Women's T20 Qualifier
1147734,2018-07-14,Papua New Guinea,Scotland,Sportpark Maarschalkerweerd,Utrecht,Scotland,Scotland,field,ICC Women's T20 Qualifier
1147735,2018-07-14,Thailand,Uganda,VRA Ground,Amstelveen,Thailand,Uganda,field,ICC Women's T20 Qualifier
1147736,2018-07-14,Bangladesh,Ireland,Sportpark Maarschalkerweerd,Utrecht,Bangladesh,Ireland,field,ICC Women's T20 Qualifier
1148048,2018-06-03,India,Malaysia,Kinrara Academy Oval,Kuala Lumpur,India,India,bat,Women's Twenty20 Asia Cup
1148050,2018-06-03,Thailand,Pakistan,Kinrara Academy Oval,Kuala Lumpur,Pakistan,Thailand,bat,Women's Twenty20 Asia Cup
1148051,2018-06-04,Pakistan,Bangladesh,Kinrara Academy Oval,Kuala Lumpur,Bangladesh,Bangladesh,field,Women's Twenty20 Asia Cup
1148052,2018-06-04,India,Thailand,Royal Selangor Club,Kuala Lumpur,India,Thailand,field,Women's Twenty20 Asia Cup
1148053,2018-06-04,Sri Lanka,Malaysia,Royal Selangor Club,Kuala Lumpur,Sri Lanka,Malaysia,field,Women's Twenty20 Asia Cup
1148054,2018-06-06,Pakistan,Sri Lanka,Kinrara Academy Oval,Kuala Lumpur,Pakistan,Sri Lanka,field,Women's Twenty20 Asia Cup
1148055,2018-06-06,Malaysia,Thailand,Royal Selangor Club,Kuala Lumpur,Thailand,Malaysia,bat,Women's Twenty20 Asia Cup
1148056,2018-06-06,India,Bangladesh,Kinrara Academy Oval,Kuala Lumpur,Bangladesh,India,bat,Women's Twenty20 Asia Cup
1148057,2018-06-07,Thailand,Bangladesh,Kinrara Academy Oval,Kuala Lumpur,Bangladesh,Bangladesh,field,Women's Twenty20 Asia Cup
1148058,2018-06-07,Pakistan,Malaysia,Royal Selangor Club,Kuala Lumpur,Pakistan,Malaysia,field,Women's Twenty20 Asia Cup
1148059,2018-06-07,Sri Lanka,India,Royal Selangor Club,Kuala Lumpur,India,Sri Lanka,bat,Women's Twenty20 Asia Cup
1148060,2018-06-09,Pakistan,India,Kinrara Academy Oval,Kuala Lumpur,India,Pakistan,bat,Women's Twenty20 Asia Cup
1148061,2018-06-09,Sri Lanka,Thailand,Royal Selangor Club,Kuala Lumpur,Thailand,Thailand,field,Women's Twenty20 Asia Cup
1148062,2018-06-09,Bangladesh,Malaysia,Kinrara Academy Oval,Kuala Lumpur,Bangladesh,Bangladesh,bat,Women's Twenty20 Asia Cup
1148063,2018-06-10,India,Bangladesh,Kinrara Academy Oval,Kuala Lumpur,Bangladesh,Bangladesh,field,Women's Twenty20 Asia Cup
1150533,2018-11-09,India,New Zealand,Providence Stadium,Guyana,India,India,bat,ICC Women's T20 World Cup
1150534,2018-11-09,Australia,Pakistan,Providence Stadium,Guyana,Australia,Australia,bat,ICC Women's T20 World Cup
1150535,2018-11-09,West Indies,Bangladesh,Providence Stadium,Guyana,West Indies,Bangladesh,field,ICC Women's T20 World Cup
1150537,2018-11-11,Pakistan,India,Providence Stadium,Guyana,India,India,field,ICC Women's T20 World Cup
1150538,2018-11-11,Ireland,Australia,Providence Stadium,Guyana,Australia,Ireland,bat,ICC Women's T20 World Cup
1150539,2018-11-12,Bangladesh,England,"Daren Sammy National Cricket Stadium, Gros Islet",St Lucia,England,England,field,ICC Women's T20 World Cup
1150540,2018-11-12,Sri Lanka,South Africa,"Daren Sammy National Cricket Stadium, Gros Islet",St Lucia,South Africa,South Africa,field,ICC Women's T20 World Cup
1150541,2018-11-13,Pakistan,Ireland,Providence Stadium,Guyana,Pakistan,Pakistan,bat,ICC Women's T20 World Cup
1150542,2018-11-13,Australia,New Zealand,Providence Stadium,Guyana,Australia,Australia,bat,ICC Women's T20 World Cup
1150543,2018-11-14,Sri Lanka,Bangladesh,"Daren Sammy National Cricket Stadium, Gros Islet",St Lucia,Sri Lanka,Bangladesh,field,ICC Women's T20 World Cup
1150544,2018-11-14,West Indies,South Africa,"Daren Sammy National Cricket Stadium, Gros Islet",St Lucia,West Indies,South Africa,field,ICC Women's T20 World Cup
1150545,2018-11-15,India,Ireland,Providence Stadium,Guyana,India,Ireland,field,ICC Women's T20 World Cup
1150546,2018-11-15,New Zealand,Pakistan,Providence Stadium,Guyana,New Zealand,Pakistan,field,ICC Women's T20 World Cup
1150547,2018-11-16,South Africa,England,"Daren Sammy National Cricket Stadium, Gros Islet",St Lucia,England,South Africa,bat,ICC Women's T20 World Cup
1150548,2018-11-16,West Indies,Sri Lanka,"Daren Sammy National Cricket Stadium, Gros Islet",St Lucia,West Indies,West Indies,bat,ICC Women's T20 World Cup
1150549,2018-11-17,India,Australia,Providence Stadium,Guyana,India,India,bat,ICC Women's T20 World Cup
1150550,2018-11-17,Ireland,New Zealand,Providence Stadium,Guyana,New Zealand,Ireland,bat,ICC Women's T20 World Cup
1150551,2018-11-18,England,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet",St Lucia,West Indies,West Indies,field,ICC Women's T20 World Cup
1150552,2018-11-18,South Africa,Bangladesh,"Daren Sammy National Cricket Stadium, Gros Islet",St Lucia,South Africa,Bangladesh,field,ICC Women's T20 World Cup
1150553,2018-11-22,Australia,West Indies,"Sir Vivian Richards Stadium, North Sound",Antigua,Australia,West Indies,field,ICC Women's T20 World Cup
1150554,2018-11-22,India,England,"Sir Vivian Richards Stadium, North Sound",Antigua,England,India,bat,ICC Women's T20 World Cup
1150555,2018-11-24,England,Australia,"Sir Vivian Richards Stadium, North Sound",Antigua,Australia,England,bat,ICC Women's T20 World Cup
1153858,2019-02-06,New Zealand,India,Westpac Stadium,Wellington,New Zealand,India,field,India Women tour of New Zealand
1153859,2019-02-08,New Zealand,India,Eden Park,Auckland,New Zealand,New Zealand,field,India Women tour of New Zealand
1153860,2019-02-10,New Zealand,India,Seddon Park,Hamilton,New Zealand,New Zealand,bat,India Women tour of New Zealand
1156216,2018-09-28,South Africa,West Indies,"Brian Lara Stadium, Tarouba",Trinidad,West Indies,West Indies,field,South Africa Women tour of West Indies
1156218,2018-10-04,West Indies,South Africa,"Brian Lara Stadium, Tarouba",Trinidad,South Africa,South Africa,field,South Africa Women tour of West Indies
1156219,2018-10-06,West Indies,South Africa,"Brian Lara Stadium, Tarouba",Trinidad,South Africa,South Africa,field,South Africa Women tour of West Indies
1157710,2018-09-21,Sri Lanka,India,Colts Cricket Club Ground,Colombo,,India,field,India Women tour of Sri Lanka
1157711,2018-09-22,Sri Lanka,India,Colombo Cricket Club Ground,,India,India,field,India Women tour of Sri Lanka
1157712,2018-09-24,Sri Lanka,India,Colombo Cricket Club Ground,,India,India,field,India Women tour of Sri Lanka
1157713,2018-09-25,India,Sri Lanka,Chilaw Marians Cricket Club Ground,FTZ Sports Complex,India,Sri Lanka,field,India Women tour of Sri Lanka
1158344,2018-08-20,Botswana,Lesotho,Botswana Cricket Association Oval 1,Gaborone,Botswana,Lesotho,field,Botswana Cricket Association Women's T20I Series
1158345,2018-08-20,Malawi,Namibia,Botswana Cricket Association Oval 2,Gaborone,Namibia,Namibia,field,Botswana Cricket Association Women's T20I Series
1158348,2018-08-21,Sierra Leone,Namibia,Botswana Cricket Association Oval 1,Gaborone,Namibia,Namibia,field,Botswana Cricket Association Women's T20I Series
1158349,2018-08-21,Mozambique,Lesotho,Botswana Cricket Association Oval 2,Gaborone,Mozambique,Lesotho,field,Botswana Cricket Association Women's T20I Series
1158350,2018-08-21,Mozambique,Botswana,Botswana Cricket Association Oval 1,Gaborone,Botswana,Mozambique,bat,Botswana Cricket Association Women's T20I Series
1158352,2018-08-23,Botswana,Sierra Leone,Botswana Cricket Association Oval 1,Gaborone,Sierra Leone,Sierra Leone,field,Botswana Cricket Association Women's T20I Series
1158353,2018-08-23,Mozambique,Namibia,Botswana Cricket Association Oval 2,Gaborone,Namibia,Mozambique,bat,Botswana Cricket Association Women's T20I Series
1158354,2018-08-23,Namibia,Lesotho,"Botswana Cricket Association Oval 1, Gaborone",Gaborone,Namibia,Lesotho,field,Botswana Cricket Association Women's T20I Series
1158355,2018-08-23,Sierra Leone,Malawi,Botswana Cricket Association Oval 2,Gaborone,Sierra Leone,Sierra Leone,bat,Botswana Cricket Association Women's T20I Series
1158356,2018-08-24,Sierra Leone,Lesotho,Botswana Cricket Association Oval 1,Gaborone,Sierra Leone,Sierra Leone,bat,Botswana Cricket Association Women's T20I Series
1158358,2018-08-24,Botswana,Namibia,Botswana Cricket Association Oval 1,Gaborone,Namibia,Namibia,field,Botswana Cricket Association Women's T20I Series
1158359,2018-08-25,Lesotho,Malawi,Botswana Cricket Association Oval 1,Gaborone,Malawi,Malawi,field,Botswana Cricket Association Women's T20I Series
1158361,2018-08-25,Sierra Leone,Namibia,Botswana Cricket Association Oval 1,Gaborone,Namibia,Namibia,field,Botswana Cricket Association Women's T20I Series
1161231,2018-10-25,Australia,Pakistan,Kinrara Academy Oval,Kuala Lumpur,Australia,Australia,bat,Australia Women v Pakistan Women T20I Series
1161232,2018-10-27,Pakistan,Australia,Kinrara Academy Oval,Kuala Lumpur,Australia,Australia,field,Australia Women v Pakistan Women T20I Series
1161233,2018-10-29,Pakistan,Australia,Kinrara Academy Oval,Kuala Lumpur,Australia,Australia,field,Australia Women v Pakistan Women T20I Series
1168020,2019-06-21,England,West Indies,County Ground,Northampton,England,England,bat,West Indies Women tour of England and Ireland
1168026,2019-07-26,England,Australia,County Ground,Chelmsford,Australia,England,field,Australia Women tour of England
1168027,2019-07-28,England,Australia,"County Ground, Hove",Brighton,Australia,England,bat,Australia Women tour of England
1168028,2019-07-31,England,Australia,County Ground,Bristol,England,Australia,field,Australia Women tour of England
1168160,2019-02-01,South Africa,Sri Lanka,Newlands,Cape Town,South Africa,Sri Lanka,bat,Sri Lanka Women tour of South Africa
1168162,2019-02-06,South Africa,Sri Lanka,SuperSport Park,Centurion,South Africa,Sri Lanka,field,Sri Lanka Women tour of South Africa
1172163,2019-03-04,India,England,Barsapara Cricket Stadium,Guwahati,England,India,field,England Women tour of India
1172164,2019-03-07,India,England,Barsapara Cricket Stadium,Guwahati,England,England,field,England Women tour of India
1172165,2019-03-09,India,England,Barsapara Cricket Stadium,Guwahati,England,England,bat,England Women tour of India
1172469,2019-01-31,Pakistan,West Indies,Southend Club Cricket Stadium,Karachi,West Indies,West Indies,bat,West Indies Women tour of Pakistan and United Arab Emirates
1172470,2019-02-01,Pakistan,West Indies,Southend Club Cricket Stadium,Karachi,,Pakistan,bat,West Indies Women tour of Pakistan and United Arab Emirates
1172471,2019-02-03,Pakistan,West Indies,Southend Club Cricket Stadium,Karachi,Pakistan,Pakistan,bat,West Indies Women tour of Pakistan and United Arab Emirates
1172910,2019-02-18,Thailand,China,Terdthai Cricket Ground,Bangkok,Thailand,Thailand,field,ICC Women's T20 World Cup Asia Region Qualifier
1172911,2019-02-18,Kuwait,Malaysia,Asian Institute of Technology Ground,Bangkok,Malaysia,Kuwait,field,ICC Women's T20 World Cup Asia Region Qualifier
1172912,2019-02-18,Hong Kong,United Arab Emirates,Asian Institute of Technology Ground,Bangkok,United Arab Emirates,United Arab Emirates,bat,ICC Women's T20 World Cup Asia Region Qualifier
1172913,2019-02-19,Malaysia,Nepal,Terdthai Cricket Ground,Bangkok,Nepal,Nepal,bat,ICC Women's T20 World Cup Asia Region Qualifier
1172914,2019-02-19,China,Hong Kong,Terdthai Cricket Ground,Bangkok,China,China,field,ICC Women's T20 World Cup Asia Region Qualifier
1172915,2019-02-19,Kuwait,United Arab Emirates,Asian Institute of Technology Ground,Bangkok,United Arab Emirates,United Arab Emirates,bat,ICC Women's T20 World Cup Asia Region Qualifier
1172916,2019-02-21,Malaysia,United Arab Emirates,Terdthai Cricket Ground,Bangkok,United Arab Emirates,United Arab Emirates,bat,ICC Women's T20 World Cup Asia Region Qualifier
1172917,2019-02-21,Thailand,Nepal,Asian Institute of Technology Ground,Bangkok,Thailand,Thailand,bat,ICC Women's T20 World Cup Asia Region Qualifier
1172918,2019-02-21,China,Kuwait,Asian Institute of Technology Ground,Bangkok,China,China,field,ICC Women's T20 World Cup Asia Region Qualifier
1172919,2019-02-22,Nepal,United Arab Emirates,Terdthai Cricket Ground,Bangkok,Nepal,United Arab Emirates,bat,ICC Women's T20 World Cup Asia Region Qualifier
1172920,2019-02-22,Thailand,Hong Kong,Asian Institute of Technology Ground,Bangkok,Thailand,Thailand,bat,ICC Women's T20 World Cup Asia Region Qualifier
1172921,2019-02-22,China,Malaysia,Terdthai Cricket Ground,Bangkok,China,Malaysia,bat,ICC Women's T20 World Cup Asia Region Qualifier
1172922,2019-02-24,China,United Arab Emirates,Terdthai Cricket Ground,Bangkok,United Arab Emirates,China,field,ICC Women's T20 World Cup Asia Region Qualifier
1172923,2019-02-24,Thailand,Kuwait,Asian Institute of Technology Ground,Bangkok,Thailand,Kuwait,bat,ICC Women's T20 World Cup Asia Region Qualifier
1172924,2019-02-24,Hong Kong,Nepal,Asian Institute of Technology Ground,Bangkok,Nepal,Hong Kong,bat,ICC Women's T20 World Cup Asia Region Qualifier
1172925,2019-02-25,Thailand,Malaysia,Terdthai Cricket Ground,Bangkok,Thailand,Malaysia,field,ICC Women's T20 World Cup Asia Region Qualifier
1172926,2019-02-25,China,Nepal,Terdthai Cricket Ground,Bangkok,Nepal,China,field,ICC Women's T20 World Cup Asia Region Qualifier
1172927,2019-02-25,Hong Kong,Kuwait,Asian Institute of Technology Ground,Bangkok,Hong Kong,Hong Kong,field,ICC Women's T20 World Cup Asia Region Qualifier
1172929,2019-02-27,Kuwait,Nepal,Asian Institute of Technology Ground,Bangkok,Nepal,Kuwait,field,ICC Women's T20 World Cup Asia Region Qualifier
1172930,2019-02-27,Thailand,United Arab Emirates,Asian Institute of Technology Ground,Bangkok,Thailand,Thailand,bat,ICC Women's T20 World Cup Asia Region Qualifier
1173048,2020-02-21,Australia,India,Sydney Showground Stadium,Sydney,India,Australia,field,ICC Women's T20 World Cup
1173049,2020-02-22,Thailand,West Indies,W.A.C.A. Ground,Perth,West Indies,Thailand,bat,ICC Women's T20 World Cup
1173050,2020-02-22,New Zealand,Sri Lanka,W.A.C.A. Ground,Perth,New Zealand,New Zealand,field,ICC Women's T20 World Cup
1173051,2020-02-23,England,South Africa,W.A.C.A. Ground,Perth,South Africa,South Africa,field,ICC Women's T20 World Cup
1173052,2020-02-24,Australia,Sri Lanka,W.A.C.A. Ground,Perth,Australia,Sri Lanka,bat,ICC Women's T20 World Cup
1173053,2020-02-24,Bangladesh,India,W.A.C.A. Ground,Perth,India,Bangladesh,field,ICC Women's T20 World Cup
1173054,2020-02-26,England,Thailand,Manuka Oval,Canberra,England,Thailand,field,ICC Women's T20 World Cup
1173055,2020-02-26,Pakistan,West Indies,Manuka Oval,Canberra,Pakistan,West Indies,bat,ICC Women's T20 World Cup
1173056,2020-02-27,India,New Zealand,Junction Oval,Melbourne,India,New Zealand,field,ICC Women's T20 World Cup
1173057,2020-02-27,Australia,Bangladesh,Manuka Oval,Canberra,Australia,Australia,bat,ICC Women's T20 World Cup
1173058,2020-02-28,South Africa,Thailand,Manuka Oval,Canberra,South Africa,South Africa,bat,ICC Women's T20 World Cup
1173059,2020-02-28,England,Pakistan,Manuka Oval,Canberra,England,Pakistan,field,ICC Women's T20 World Cup
1173060,2020-02-29,Bangladesh,New Zealand,Junction Oval,Melbourne,New Zealand,New Zealand,bat,ICC Women's T20 World Cup
1173061,2020-02-29,India,Sri Lanka,Junction Oval,Melbourne,India,Sri Lanka,bat,ICC Women's T20 World Cup
1173062,2020-03-01,Pakistan,South Africa,Sydney Showground Stadium,Sydney,South Africa,South Africa,bat,ICC Women's T20 World Cup
1173063,2020-03-01,England,West Indies,Sydney Showground Stadium,Sydney,England,England,bat,ICC Women's T20 World Cup
1173064,2020-03-02,Bangladesh,Sri Lanka,Junction Oval,Melbourne,Sri Lanka,Bangladesh,bat,ICC Women's T20 World Cup
1173065,2020-03-02,Australia,New Zealand,Junction Oval,Melbourne,Australia,New Zealand,field,ICC Women's T20 World Cup
1173066,2020-03-03,Pakistan,Thailand,Sydney Showground Stadium,Sydney,,Thailand,bat,ICC Women's T20 World Cup
1173069,2020-03-05,Australia,South Africa,Sydney Cricket Ground,Sydney,Australia,South Africa,field,ICC Women's T20 World Cup
1173070,2020-03-08,Australia,India,Melbourne Cricket Ground,Melbourne,Australia,Australia,bat,ICC Women's T20 World Cup
1176435,2019-03-24,Sri Lanka,England,P Sara Oval,Colombo,England,Sri Lanka,bat,England Women tour of Sri Lanka
1176436,2019-03-26,Sri Lanka,England,P Sara Oval,Colombo,England,Sri Lanka,bat,England Women tour of Sri Lanka
1176437,2019-03-28,Sri Lanka,England,P Sara Oval,Colombo,England,Sri Lanka,field,England Women tour of Sri Lanka
1177018,2019-05-15,South Africa,Pakistan,LC de Villiers Oval,Pretoria,Pakistan,Pakistan,field,Pakistan Women tour of South Africa
1177019,2019-05-18,South Africa,Pakistan,City Oval,Pietermaritzburg,South Africa,Pakistan,bat,Pakistan Women tour of South Africa
1177020,2019-05-19,South Africa,Pakistan,City Oval,Pietermaritzburg,Pakistan,Pakistan,field,Pakistan Women tour of South Africa
1177021,2019-05-22,South Africa,Pakistan,Willowmoore Park,Benoni,South Africa,South Africa,field,Pakistan Women tour of South Africa
1177022,2019-05-23,South Africa,Pakistan,Willowmoore Park,Benoni,South Africa,South Africa,field,Pakistan Women tour of South Africa
1179016,2019-04-01,Namibia,Botswana,United Cricket Club Ground,Windhoek,Namibia,Namibia,field,Botswana Women tour of Namibia
1179017,2019-04-03,Namibia,Botswana,United Cricket Club Ground,Windhoek,Namibia,Namibia,bat,Botswana Women tour of Namibia
1179018,2019-04-03,Namibia,Botswana,United Cricket Club Ground,Windhoek,Namibia,Namibia,bat,Botswana Women tour of Namibia
1179610,2019-04-02,Namibia,Botswana,United Cricket Club Ground,Windhoek,Namibia,Botswana,field,Botswana Women tour of Namibia
1179611,2019-04-02,Namibia,Botswana,United Cricket Club Ground,Windhoek,Namibia,Botswana,bat,Botswana Women tour of Namibia
1182642,2019-05-05,Zimbabwe,Mozambique,Old Hararians,Harare,Zimbabwe,Zimbabwe,bat,ICC Women's T20 World Cup Africa Region Qualifier
1182644,2019-05-05,Sierra Leone,Uganda,Old Hararians,Harare,Uganda,Uganda,bat,ICC Women's T20 World Cup Africa Region Qualifier
1182646,2019-05-06,Mozambique,Nigeria,Old Hararians,Harare,Nigeria,Nigeria,field,ICC Women's T20 World Cup Africa Region Qualifier
1182648,2019-05-06,Namibia,Uganda,Old Hararians,Harare,Namibia,Uganda,field,ICC Women's T20 World Cup Africa Region Qualifier
1182649,2019-05-06,Zimbabwe,Tanzania,Takashinga Sports Club,Harare,Zimbabwe,Zimbabwe,bat,ICC Women's T20 World Cup Africa Region Qualifier
1182650,2019-05-08,Mozambique,Rwanda,Old Hararians,Harare,Rwanda,Mozambique,bat,ICC Women's T20 World Cup Africa Region Qualifier
1182652,2019-05-08,Kenya,Uganda,Old Hararians,Harare,Uganda,Uganda,bat,ICC Women's T20 World Cup Africa Region Qualifier
1182653,2019-05-08,Namibia,Sierra Leone,Takashinga Sports Club,Harare,Namibia,Sierra Leone,bat,ICC Women's T20 World Cup Africa Region Qualifier
1182654,2019-05-09,Zimbabwe,Rwanda,Old Hararians,Harare,Zimbabwe,Zimbabwe,bat,ICC Women's T20 World Cup Africa Region Qualifier
1182656,2019-05-11,Zimbabwe,Nigeria,Old Hararians,Harare,Zimbabwe,Nigeria,bat,ICC Women's T20 World Cup Africa Region Qualifier
1182657,2019-05-11,Rwanda,Tanzania,Takashinga Sports Club,Harare,Tanzania,Tanzania,bat,ICC Women's T20 World Cup Africa Region Qualifier
